Protein,WT,WT,AT3G44750,AT3G44750,AT5G22650,AT5G22650
AT2G29550,57,55,50,52,53,44
AT3G44690,53,55,49,44,29,44
AT1G30230,41,55,45,39,41,38
AT3G03540,41,55,42,48,34,56
AT3G45140,47,55,40,43,34,35
AT3G09820,47,55,33,42,26,54
AT5G62700,67,56,64,61,58,52
AT5G62690,67,56,64,61,58,52
AT1G55860,54,58,65,65,53,53
AT1G64790,45,58,65,54,45,44
AT5G24780,34,58,36,24,39,49
AT1G62020,49,59,51,48,49,41
AT5G03300,40,59,32,40,24,46
AT1G57720,52,60,63,56,51,42
AT4G11420,56,60,55,57,43,36
AT1G69830,53,61,52,48,40,55
AT3G23990,56,64,59,61,53,70
AT2G21390,52,64,58,55,54,43
AT3G09440,61,65,118,79,160,97
AT2G22125,56,68,73,55,55,50
AT2G28000,71,68,63,70,56,48
AT3G15730,58,71,66,68,67,79
AT1G56070,63,71,64,61,47,42
AT4G10320,64,72,82,80,71,84
AT1G70320,75,76,78,82,72,64
AT5G02500,66,79,141,91,200,162
AT1G53310,79,80,78,74,82,83
AT2G42600,74,80,76,72,83,83
AT1G55490,70,84,83,88,81,80
AT3G13470,68,84,81,85,83,86
AT1G09780,73,93,69,80,73,92
AT2G17630,77,99,67,83,58,81
AT5G38430,79,111,115,106,78,94
AT5G03340,111,129,117,103,112,106
AT3G44310,133,137,159,167,71,81
AT3G09840,121,139,128,114,123,120
AT1G67090,116,148,156,134,133,147
AT1G36160,139,157,160,144,155,128
AT5G38420,116,157,151,132,132,149
AT1G19480,155,166,142,145,112,152
AT4G35630,162,199,145,178,125,183
AT3G08590,241,305,208,243,162,270
ATCG00490,556,764,729,675,1186,1192
AT4G25500,722,887,736,775,966,1081
